video_id,start_time,end_time,video_link,caption,general_nsi,music_nsi,environmental_nsi,extraspeech_nsi,additionalnarrative_nsi,quotedspeech_nsi,misc_nsi,nonenglish_captions,nsi_text,coarse_template,fine_template
bvkd88h1zTA,659.424,662.294,https://www.youtube.com/watch?v=bvkd88h1zTA&t=659,- (with Betsy): ♪ 17-76 ♪,1,1,0,1,0,0,0,0,with Betsy,ADP + PROPN,IN + NNP
bvkd88h1zTA,670.302,672.538,https://www.youtube.com/watch?v=bvkd88h1zTA&t=670,- (both): ♪ 17-76 ♪,1,1,0,1,0,0,0,0,both,PRON,DT
bvkd88h1zTA,686.452,689.821,https://www.youtube.com/watch?v=bvkd88h1zTA&t=686,- (all): ♪ 17-76 ♪,1,1,0,1,0,0,0,0,all,PRON,DT
bvkd88h1zTA,697.63,699.898,https://www.youtube.com/watch?v=bvkd88h1zTA&t=697,- (all): ♪ 17-76 ♪,1,1,0,1,0,0,0,0,all,PRON,DT
bvkd88h1zTA,714.413,717.315,https://www.youtube.com/watch?v=bvkd88h1zTA&t=714,- (all): ♪ 17-76 ♪,1,1,0,1,0,0,0,0,all,PRON,DT
bvkd88h1zTA,763.628,765.998,https://www.youtube.com/watch?v=bvkd88h1zTA&t=763,- (together): ♪ We're splashing,1,1,0,1,0,0,0,0,together,ADV,RB
bvkd88h1zTA,769.135,772.838,https://www.youtube.com/watch?v=bvkd88h1zTA&t=769,- (Peg): ♪♪ It's a,1,1,0,1,0,0,0,0,Peg,NOUN,NN
bvkd88h1zTA,777.175,781.913,https://www.youtube.com/watch?v=bvkd88h1zTA&t=777,- (Cat): ♪ Did we mention,1,1,0,1,0,0,0,0,Cat,NOUN,NN
bvkd88h1zTA,782.013,785.617,https://www.youtube.com/watch?v=bvkd88h1zTA&t=782,"- (Peg): ♪ Oh,",1,1,0,1,0,0,0,0,Peg,NOUN,NN
bvkd88h1zTA,785.717,787.819,https://www.youtube.com/watch?v=bvkd88h1zTA&t=785,- (Cat): ♪ Folks are,1,1,0,1,0,0,0,0,Cat,NOUN,NN
bvkd88h1zTA,787.919,790.789,https://www.youtube.com/watch?v=bvkd88h1zTA&t=787,- (both): ♪ The day's beginnin',1,1,0,1,0,0,0,0,both,PRON,DT
bvkd88h1zTA,834.7,837.435,https://www.youtube.com/watch?v=bvkd88h1zTA&t=834,(country piano music),1,1,0,0,0,0,0,0,country piano music,NOUN + NOUN + NOUN,NN + NN + NN
bvkd88h1zTA,1245.543,1247.245,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1245,- (all): ♪ Is passed ♪,1,1,0,1,0,0,0,0,all,PRON,DT
bvkd88h1zTA,1317.482,1320.052,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1317,(singing laughter),1,1,1,0,0,0,0,0,singing laughter,NOUN + NOUN,NN + NN
bvkd88h1zTA,1340.038,1341.94,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1340,- (all): ♪ Problem solved ♪,1,1,0,1,0,0,0,0,all,PRON,DT
bvkd88h1zTA,1398.696,1401.165,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1398,- (all): ♪ When the sun's above,1,1,0,1,0,0,0,0,all,PRON,DT
bvkd88h1zTA,1423.154,1425.423,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1423,- (all): ♪ He'll go to bed,1,1,0,1,0,0,0,0,all,PRON,DT
bvkd88h1zTA,1452.55,1455.353,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1452,- (all): ♪ Whoo-hoo ♪♪,1,1,0,1,0,0,0,0,all,PRON,DT
bvkd88h1zTA,1460.725,1463.294,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1460,(soft melody),1,1,0,0,0,0,0,0,soft melody,ADJ + NOUN,JJ + NN
bvkd88h1zTA,57.156,59.225,https://www.youtube.com/watch?v=bvkd88h1zTA&t=57,(all laughing),1,0,1,0,0,0,0,0,all laughing,PRON + VERB,DT + VBG
bvkd88h1zTA,84.217,87.62,https://www.youtube.com/watch?v=bvkd88h1zTA&t=84,- (Peg): George Washington!,1,0,0,1,0,0,0,0,Peg,NOUN,NN
bvkd88h1zTA,206.271,208.174,https://www.youtube.com/watch?v=bvkd88h1zTA&t=206,- (all): Whoa!,1,0,0,1,0,0,0,0,all,PRON,DT
bvkd88h1zTA,255.321,257.723,https://www.youtube.com/watch?v=bvkd88h1zTA&t=255,- (Cat): Aaah! Waterfall!,1,0,0,1,0,0,0,0,Cat,NOUN,NN
bvkd88h1zTA,268.134,271.37,https://www.youtube.com/watch?v=bvkd88h1zTA&t=268,- (Cat): We missed!,1,0,0,1,0,0,0,0,Cat,NOUN,NN
bvkd88h1zTA,277.343,280.579,https://www.youtube.com/watch?v=bvkd88h1zTA&t=277,- (together): George Washington,1,0,0,1,0,0,0,0,together,ADV,RB
bvkd88h1zTA,319.618,322.255,https://www.youtube.com/watch?v=bvkd88h1zTA&t=319,- (Peg): Now go between them!,1,0,0,1,0,0,0,0,Peg,NOUN,NN
bvkd88h1zTA,322.355,325.358,https://www.youtube.com/watch?v=bvkd88h1zTA&t=322,- (George): Between!,1,0,0,1,0,0,0,0,George,PROPN,NNP
bvkd88h1zTA,366.532,370.036,https://www.youtube.com/watch?v=bvkd88h1zTA&t=366,(Cat laughing),1,0,1,0,0,0,0,0,Cat laughing,NOUN + VERB,NN + VBG
bvkd88h1zTA,483.782,485.15,https://www.youtube.com/watch?v=bvkd88h1zTA&t=483,- (all): Nooooo!,1,0,0,1,0,0,0,0,all,PRON,DT
bvkd88h1zTA,506.371,509.274,https://www.youtube.com/watch?v=bvkd88h1zTA&t=506,(whistle sounding),1,0,1,0,0,0,0,0,whistle sounding,PROPN + VERB,NNP + VBG
bvkd88h1zTA,553.285,555.521,https://www.youtube.com/watch?v=bvkd88h1zTA&t=553,(all screaming),1,0,1,0,0,0,0,0,all screaming,PRON + VERB,DT + VBG
bvkd88h1zTA,556.989,559.592,https://www.youtube.com/watch?v=bvkd88h1zTA&t=556,- (together): George Washington,1,0,0,1,0,0,0,0,together,ADV,RB
bvkd88h1zTA,578.811,581.78,https://www.youtube.com/watch?v=bvkd88h1zTA&t=578,(both moaning),1,0,1,0,0,0,0,0,both moaning,PRON + VERB,DT + VBG
bvkd88h1zTA,759.09,763.528,https://www.youtube.com/watch?v=bvkd88h1zTA&t=759,(both sighing),1,0,1,0,0,0,0,0,both sighing,PRON + VERB,DT + VBG
bvkd88h1zTA,813.779,817.383,https://www.youtube.com/watch?v=bvkd88h1zTA&t=813,- (both): Not the Bad Jack!,1,0,0,1,0,0,0,0,both,PRON,DT
bvkd88h1zTA,882.18,885.15,https://www.youtube.com/watch?v=bvkd88h1zTA&t=882,(gasping),1,0,1,0,0,0,0,0,gasping,VERB,VBG
bvkd88h1zTA,934.033,936.301,https://www.youtube.com/watch?v=bvkd88h1zTA&t=934,- (Peg and Cat): Who?,1,0,0,1,0,0,0,0,Peg and Cat,NOUN + CCONJ + NOUN,NN + CC + NN
bvkd88h1zTA,976.741,979.244,https://www.youtube.com/watch?v=bvkd88h1zTA&t=976,- (together):,1,0,0,1,0,0,0,0,together,ADV,RB
bvkd88h1zTA,1023.655,1027.092,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1023,(Cat gasping),1,0,1,0,0,0,0,0,Cat gasping,NOUN + VERB,NN + VBG
bvkd88h1zTA,1065.329,1067.232,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1065,- (Cat): Whoa-hoa-hoa-hoa!,1,0,0,1,0,0,0,0,Cat,NOUN,NN
bvkd88h1zTA,1122.588,1126.291,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1122,- (both): Ah!,1,0,0,1,0,0,0,0,both,PRON,DT
bvkd88h1zTA,1299.03,1301.699,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1299,- (in slow motion): Nooooooo!,1,0,0,1,0,0,0,0,in slow motion,ADP + ADJ + NOUN,IN + JJ + NN
bvkd88h1zTA,1301.799,1304.168,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1301,- (in slow motion):,1,0,0,1,0,0,0,0,in slow motion,ADP + ADJ + NOUN,IN + JJ + NN
bvkd88h1zTA,1308.172,1309.907,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1308,- (in slow motion): Nooooooo!,1,0,0,1,0,0,0,0,in slow motion,ADP + ADJ + NOUN,IN + JJ + NN
bvkd88h1zTA,1310.008,1312.844,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1310,- (in slow motion): Nooooooo!,1,0,0,1,0,0,0,0,in slow motion,ADP + ADJ + NOUN,IN + JJ + NN
bvkd88h1zTA,1312.944,1315.113,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1312,- (in slow motion): Yaaaaaay!,1,0,0,1,0,0,0,0,in slow motion,ADP + ADJ + NOUN,IN + JJ + NN
bvkd88h1zTA,1383.948,1388.62,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1383,(whistling),1,0,1,0,0,0,0,0,whistling,VERB,VBG
bvkd88h1zTA,1405.07,1408.706,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1405,(whistling),1,0,1,0,0,0,0,0,whistling,VERB,VBG
bvkd88h1zTA,1429.694,1431.763,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1429,(rooster crowing),1,0,1,0,0,0,0,0,rooster crowing,NOUN + NOUN,NN + NN
bvkd88h1zTA,1456.955,1459.024,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1456,- (Cat): Nice sunset!,1,0,0,1,0,0,0,0,Cat,NOUN,NN
bvkd88h1zTA,1480.846,1483.781,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1480,(Peg laughing),1,0,1,0,0,0,0,0,Peg laughing,NOUN + VERB,NN + VBG
bvkd88h1zTA,1514.946,1517.915,https://www.youtube.com/watch?v=bvkd88h1zTA&t=1514,(giggle),1,0,1,0,0,0,0,0,giggle,VERB,VB
BwiDIV7Ga3M,75.141,77.11,https://www.youtube.com/watch?v=BwiDIV7Ga3M&t=75,(Baltz laughs),1,0,1,0,0,0,0,0,Baltz laughs,PROPN + NOUN,NNP + NNS
BwiDIV7Ga3M,174.106,175.675,https://www.youtube.com/watch?v=BwiDIV7Ga3M&t=174,(bleep),1,0,1,0,0,0,0,0,bleep,ADJ,JJ
BwiDIV7Ga3M,302.868,304.97,https://www.youtube.com/watch?v=BwiDIV7Ga3M&t=302,"(deep, distorted):",1,0,0,1,0,0,0,0,"deep, distorted",ADJ + VERB,JJ + VBD
bwkEXBuoniw,0,2.85,https://www.youtube.com/watch?v=bwkEXBuoniw&t=0,[MUSIC PLAYING],1,1,0,0,0,0,0,0,MUSIC PLAYING,NOUN + VERB,NN + VBG
bwkEXBuoniw,123.33,126.68,https://www.youtube.com/watch?v=bwkEXBuoniw&t=123,[MUSIC PLAYING],1,1,0,0,0,0,0,0,MUSIC PLAYING,NOUN + VERB,NN + VBG
C_eToKZm6O0,60.473,62.593,https://www.youtube.com/watch?v=C_eToKZm6O0&t=60,(menacing tones play),1,1,0,0,0,0,0,0,menacing tones play,VERB + NOUN + VERB,VBG + NNS + VBP
C_eToKZm6O0,0.623,3.533,https://www.youtube.com/watch?v=C_eToKZm6O0&t=0,(snoring loudly),1,0,1,0,0,0,0,0,snoring loudly,VERB + ADV,VBG + RB
C_eToKZm6O0,13.222,15.132,https://www.youtube.com/watch?v=C_eToKZm6O0&t=13,(cackles):,1,0,1,0,0,0,0,0,cackles,NOUN,NNS
C_eToKZm6O0,35.563,37.683,https://www.youtube.com/watch?v=C_eToKZm6O0&t=35,(door whooshes open),1,0,1,0,0,0,0,0,door whooshes open,NOUN + VERB + ADJ,NN + VBZ + JJ
C_eToKZm6O0,40.743,42.893,https://www.youtube.com/watch?v=C_eToKZm6O0&t=40,(glass shatters),1,0,1,0,0,0,0,0,glass shatters,NOUN + NOUN,NN + NNS
C_eToKZm6O0,42.893,44.803,https://www.youtube.com/watch?v=C_eToKZm6O0&t=42,(safe door slams),1,0,1,0,0,0,0,0,safe door slams,ADJ + NOUN + NOUN,JJ + NN + NNS
C_eToKZm6O0,68.102,70.893,https://www.youtube.com/watch?v=C_eToKZm6O0&t=68,(chest clangs shut),1,0,1,0,0,0,0,0,chest clangs shut,NOUN + NOUN + VERB,NN + NNS + VBD
C_eToKZm6O0,96.312,97.803,https://www.youtube.com/watch?v=C_eToKZm6O0&t=96,(rattling),1,0,1,0,0,0,0,0,rattling,VERB,VBG
C_eToKZm6O0,103.102,105.312,https://www.youtube.com/watch?v=C_eToKZm6O0&t=103,(Hermes grunting),1,0,1,0,0,0,0,0,Hermes grunting,NOUN + VERB,NNS + VBG
C_eToKZm6O0,105.312,107.072,https://www.youtube.com/watch?v=C_eToKZm6O0&t=105,"(groaning, bones cracking)",1,0,1,0,0,0,0,0,"groaning, bones cracking",VERB + NOUN + VERB,VBG + NNS + VBG
C_eToKZm6O0,107.072,108.623,https://www.youtube.com/watch?v=C_eToKZm6O0&t=107,(relieved sigh),1,0,1,0,0,0,0,0,relieved sigh,VERB + NOUN,VBN + NN
C_eToKZm6O0,116.623,117.773,https://www.youtube.com/watch?v=C_eToKZm6O0&t=116,(growls),1,0,1,0,0,0,0,0,growls,NOUN,NNS
c2vGItrlBdU,26.927,28.996,https://www.youtube.com/watch?v=c2vGItrlBdU&t=26,[clattering],1,0,1,0,0,0,0,0,clattering,VERB,VBG
c2vGItrlBdU,37.471,39.673,https://www.youtube.com/watch?v=c2vGItrlBdU&t=37,[children scream],1,0,1,0,0,0,0,0,children scream,NOUN + VERB,NNS + VBP
c2vGItrlBdU,127.327,128.862,https://www.youtube.com/watch?v=c2vGItrlBdU&t=127,- [under breath],1,0,0,1,0,0,0,0,under breath,ADP + NOUN,IN + NN
c36zDPa62Og,53.153,53.686,https://www.youtube.com/watch?v=c36zDPa62Og&t=53,[ Laughter ],1,0,1,0,0,0,0,0,Laughter,NOUN,NN
c36zDPa62Og,53.553,54.654,https://www.youtube.com/watch?v=c36zDPa62Og&t=53,[ Laughter ],1,0,1,0,0,0,0,0,Laughter,NOUN,NN
c36zDPa62Og,83.149,84.017,https://www.youtube.com/watch?v=c36zDPa62Og&t=83,[ Laughter ],1,0,1,0,0,0,0,0,Laughter,NOUN,NN
c36zDPa62Og,83.483,84.617,https://www.youtube.com/watch?v=c36zDPa62Og&t=83,[ Laughter ],1,0,1,0,0,0,0,0,Laughter,NOUN,NN
c36zDPa62Og,185.118,185.652,https://www.youtube.com/watch?v=c36zDPa62Og&t=185,[ Laughter ],1,0,1,0,0,0,0,0,Laughter,NOUN,NN
c36zDPa62Og,185.318,186.719,https://www.youtube.com/watch?v=c36zDPa62Og&t=185,[ Laughter ],1,0,1,0,0,0,0,0,Laughter,NOUN,NN
c36zDPa62Og,194.394,194.928,https://www.youtube.com/watch?v=c36zDPa62Og&t=194,[ Laughter ],1,0,1,0,0,0,0,0,Laughter,NOUN,NN
c36zDPa62Og,194.594,195.595,https://www.youtube.com/watch?v=c36zDPa62Og&t=194,[ Laughter ],1,0,1,0,0,0,0,0,Laughter,NOUN,NN
c36zDPa62Og,207.507,209.776,https://www.youtube.com/watch?v=c36zDPa62Og&t=207,[ Cheers and applause ],1,0,1,0,0,0,0,0,Cheers and applause,NOUN + CCONJ + NOUN,NNS + CC + NN
c36zDPa62Og,207.907,210.71,https://www.youtube.com/watch?v=c36zDPa62Og&t=207,[ Cheers and applause ],1,0,1,0,0,0,0,0,Cheers and applause,NOUN + CCONJ + NOUN,NNS + CC + NN
c4UUk0JFNhs,8.708,11.811,https://www.youtube.com/watch?v=c4UUk0JFNhs&t=8,(soft dubstep music),1,1,0,0,0,0,0,0,soft dubstep music,ADJ + NOUN + NOUN,JJ + NN + NN
c4UUk0JFNhs,36.002,39.105,https://www.youtube.com/watch?v=c4UUk0JFNhs&t=36,(audience applauds),1,0,1,0,0,0,0,0,audience applauds,NOUN + VERB,NN + VBZ
c4UUk0JFNhs,582.748,585.751,https://www.youtube.com/watch?v=c4UUk0JFNhs&t=582,(audience applauds),1,0,1,0,0,0,0,0,audience applauds,NOUN + VERB,NN + VBZ
c5T544LL9Jc,10.08,12.983,https://www.youtube.com/watch?v=c5T544LL9Jc&t=10,[LAUGHTER],1,0,1,0,0,0,0,0,LAUGHTER,NOUN,NN
c5T544LL9Jc,117.854,119.856,https://www.youtube.com/watch?v=c5T544LL9Jc&t=117,[LAUGHTER],1,0,1,0,0,0,0,0,LAUGHTER,NOUN,NN
cBQiLh9N6kg,17.683,19.819,https://www.youtube.com/watch?v=cBQiLh9N6kg&t=17,"- MAN, [bleep] YOU,",1,0,1,0,0,0,0,0,bleep,ADJ,JJ
cBQiLh9N6kg,19.852,22.121,https://www.youtube.com/watch?v=cBQiLh9N6kg&t=19,I'M GONNA [bleep] YOU,1,0,1,0,0,0,0,0,bleep,ADJ,JJ
cBQiLh9N6kg,23.589,25.491,https://www.youtube.com/watch?v=cBQiLh9N6kg&t=23,AND [bleep] YOU,1,0,1,0,0,0,0,0,bleep,ADJ,JJ
cBQiLh9N6kg,56.188,59.559,https://www.youtube.com/watch?v=cBQiLh9N6kg&t=56,WHERE I'M GONNA [bleep] YOU,1,0,1,0,0,0,0,0,bleep,ADJ,JJ
cBQiLh9N6kg,88.521,91.19,https://www.youtube.com/watch?v=cBQiLh9N6kg&t=88,NO MATTER HOW MUCH BULL[bleep],1,0,1,0,0,0,0,0,bleep,ADJ,JJ
cBQiLh9N6kg,92.291,93.593,https://www.youtube.com/watch?v=cBQiLh9N6kg&t=92,WHEN I [bleep] YOU,1,0,1,0,0,0,0,0,bleep,ADJ,JJ
cBQiLh9N6kg,119.952,122.455,https://www.youtube.com/watch?v=cBQiLh9N6kg&t=119,I'M GONNA [bleep] YOU,1,0,1,0,0,0,0,0,bleep,ADJ,JJ
cBQiLh9N6kg,149.748,152.285,https://www.youtube.com/watch?v=cBQiLh9N6kg&t=149,I'M GONNA [bleep] YOU,1,0,1,0,0,0,0,0,bleep,ADJ,JJ
cBQiLh9N6kg,157.489,159.692,https://www.youtube.com/watch?v=cBQiLh9N6kg&t=157,[laughter],1,0,1,0,0,0,0,0,laughter,NOUN,NN
cBQiLh9N6kg,171.537,172.905,https://www.youtube.com/watch?v=cBQiLh9N6kg&t=171,RIGHT AFTER I [bleep] HIM,1,0,1,0,0,0,0,0,bleep,ADJ,JJ
cBr_GpISUKQ,337.303,337.403,https://www.youtube.com/watch?v=cBr_GpISUKQ&t=337,[grunting].,1,0,1,0,0,0,0,0,grunting,VERB,VBG
CDNKaLGV8sU,806.36,806.361,https://www.youtube.com/watch?v=CDNKaLGV8sU&t=806,[Shrugs],1,0,0,0,1,0,0,0,Shrugs,NOUN,NNS
CevxZvSJLk8,1.08,2.271,https://www.youtube.com/watch?v=CevxZvSJLk8&t=1,(lion roaring),1,0,1,0,0,0,0,0,lion roaring,NOUN + NOUN,NN + NN
CevxZvSJLk8,2.271,5.604,https://www.youtube.com/watch?v=CevxZvSJLk8&t=2,(jungle birds chirping),1,0,1,0,0,0,0,0,jungle birds chirping,PROPN + NOUN + VERB,NNP + NNS + VBG
CevxZvSJLk8,40.191,41.024,https://www.youtube.com/watch?v=CevxZvSJLk8&t=40,(lion roaring),1,0,1,0,0,0,0,0,lion roaring,NOUN + NOUN,NN + NN
CevxZvSJLk8,41.024,43.082,https://www.youtube.com/watch?v=CevxZvSJLk8&t=41,(man screaming),1,0,1,0,0,0,0,0,man screaming,NOUN + VERB,NN + VBG
CevxZvSJLk8,43.082,45.915,https://www.youtube.com/watch?v=CevxZvSJLk8&t=43,(woman screaming),1,0,1,0,0,0,0,0,woman screaming,NOUN + VERB,NN + VBG
CevxZvSJLk8,247.031,249.834,https://www.youtube.com/watch?v=CevxZvSJLk8&t=247,(birds chirping),1,0,1,0,0,0,0,0,birds chirping,NOUN + VERB,NNS + VBG
CevxZvSJLk8,249.834,252.38,https://www.youtube.com/watch?v=CevxZvSJLk8&t=249,(woman yawning),1,0,1,0,0,0,0,0,woman yawning,NOUN + VERB,NN + VBG
CevxZvSJLk8,252.38,255.547,https://www.youtube.com/watch?v=CevxZvSJLk8&t=252,(elephant trumpeting),1,0,1,0,0,0,0,0,elephant trumpeting,NOUN + NOUN,NN + NN
CevxZvSJLk8,258.751,261.334,https://www.youtube.com/watch?v=CevxZvSJLk8&t=258,(lion roaring),1,0,1,0,0,0,0,0,lion roaring,NOUN + NOUN,NN + NN
cfwuadOlyz0,0.24,2.823,https://www.youtube.com/watch?v=cfwuadOlyz0&t=0,[upbeat music],1,1,0,0,0,0,0,0,upbeat music,ADJ + NOUN,JJ + NN
cfwuadOlyz0,783.174,784.644,https://www.youtube.com/watch?v=cfwuadOlyz0&t=783,[upbeat music],1,1,0,0,0,0,0,0,upbeat music,ADJ + NOUN,JJ + NN
cfwuadOlyz0,100.01,102.66,https://www.youtube.com/watch?v=cfwuadOlyz0&t=100,"In Korean, we say [speaks in Korean],",1,0,0,1,0,0,0,0,speaks in Korean,VERB + ADP + ADJ,VBZ + IN + JJ
cfwuadOlyz0,216.74,220.58,https://www.youtube.com/watch?v=cfwuadOlyz0&t=216,but I do now. [laughs],1,0,1,0,0,0,0,0,laughs,NOUN,NNS
cg7IijFZaTg,220.29,220.32,https://www.youtube.com/watch?v=cg7IijFZaTg&t=220,[Music],1,1,0,0,0,0,0,0,Music,NOUN,NN
cg7IijFZaTg,1344.62,1344.71,https://www.youtube.com/watch?v=cg7IijFZaTg&t=1344,[Music],1,1,0,0,0,0,0,0,Music,NOUN,NN
cjcbCBwZ420,0.694,4.119,https://www.youtube.com/watch?v=cjcbCBwZ420&t=0,(electronic music),1,1,0,0,0,0,0,0,electronic music,ADJ + NOUN,JJ + NN
cjcbCBwZ420,192.545,195.044,https://www.youtube.com/watch?v=cjcbCBwZ420&t=192,"- [Voiceover] Psst, hey, don't leave yet.",1,0,0,1,0,0,0,0,Voiceover,NOUN,NN
Cjlb3Iu071M,15.232,18.07,https://www.youtube.com/watch?v=Cjlb3Iu071M&t=15,[MUSIC PLAYING],1,1,0,0,0,0,0,0,MUSIC PLAYING,NOUN + VERB,NN + VBG
ckKz6tF0WVQ,21.147,25.621,https://www.youtube.com/watch?v=ckKz6tF0WVQ&t=21,(music plays),1,1,0,0,0,0,0,0,music plays,NOUN + VERB,NN + VBZ
ckKz6tF0WVQ,38.881,42.086,https://www.youtube.com/watch?v=ckKz6tF0WVQ&t=38,(music plays),1,1,0,0,0,0,0,0,music plays,NOUN + VERB,NN + VBZ
ckKz6tF0WVQ,77.617,81.11,https://www.youtube.com/watch?v=ckKz6tF0WVQ&t=77,(music plays),1,1,0,0,0,0,0,0,music plays,NOUN + VERB,NN + VBZ
ckKz6tF0WVQ,100.909,104.16,https://www.youtube.com/watch?v=ckKz6tF0WVQ&t=100,(music plays),1,1,0,0,0,0,0,0,music plays,NOUN + VERB,NN + VBZ
ckKz6tF0WVQ,37.138,38.881,https://www.youtube.com/watch?v=ckKz6tF0WVQ&t=37,(typing sound),1,0,1,0,0,0,0,0,typing sound,VERB + NOUN,VBG + NN
ckKz6tF0WVQ,73.985,75.726,https://www.youtube.com/watch?v=ckKz6tF0WVQ&t=73,(laughing),1,0,1,0,0,0,0,0,laughing,VERB,VBG
ckKz6tF0WVQ,85.957,87.279,https://www.youtube.com/watch?v=ckKz6tF0WVQ&t=85,(laughing),1,0,1,0,0,0,0,0,laughing,VERB,VBG
ckKz6tF0WVQ,210.654,213.363,https://www.youtube.com/watch?v=ckKz6tF0WVQ&t=210,Is this a Father's Day ... (laughing),1,0,1,0,0,0,0,0,laughing,VERB,VBG
CMc8l4aTZRQ,0,3.166,https://www.youtube.com/watch?v=CMc8l4aTZRQ&t=0,(Picked Documentary),1,0,0,0,1,0,0,0,Picked Documentary,VERB + NOUN,VBN + NN
CMc8l4aTZRQ,13.066,15.366,https://www.youtube.com/watch?v=CMc8l4aTZRQ&t=13,(Plain of Jars),1,0,0,0,1,0,0,0,Plain of Jars,ADV + ADP + NOUN,RB + IN + NNS
CMc8l4aTZRQ,15.4,20.533,https://www.youtube.com/watch?v=CMc8l4aTZRQ&t=15,(About 450km wide and around 400 jars have been discovered),1,0,0,0,1,0,0,0,About 450km wide and around 400 jars have been discovered,ADV + NUM + NOUN + ADJ + CCONJ + ADV + NUM + NOUN + AUX + AUX + VERB,RB + CD + NN + JJ + CC + RB + CD + NNS + VBP + VBN + VBN
CMc8l4aTZRQ,107.6,110.366,https://www.youtube.com/watch?v=CMc8l4aTZRQ&t=107,(Bounphu / Plain of Jars Guide),1,0,0,0,1,0,0,0,Bounphu / Plain of Jars Guide,VERB + NOUN + ADP + NOUN + NOUN,VB + NN + IN + NNS + NN
CMc8l4aTZRQ,132.766,136.366,https://www.youtube.com/watch?v=CMc8l4aTZRQ&t=132,(Bomb craters from war),1,0,0,0,1,0,0,0,Bomb craters from war,NOUN + NOUN + ADP + NOUN,NN + NNS + IN + NN
CMc8l4aTZRQ,177.033,180.766,https://www.youtube.com/watch?v=CMc8l4aTZRQ&t=177,(Ban Napia),1,0,0,0,1,0,0,0,Ban Napia,PROPN + PROPN,NNP + NNP
CMc8l4aTZRQ,264.133,267.166,https://www.youtube.com/watch?v=CMc8l4aTZRQ&t=264,(Sifan / Blacksmith),1,0,0,0,1,0,0,0,Sifan / Blacksmith,PROPN + PROPN,NNP + NNP
CMc8l4aTZRQ,419.066,421.2,https://www.youtube.com/watch?v=CMc8l4aTZRQ&t=419,(Byeon Jong-mo / Travel Writer),1,0,0,0,1,0,0,0,Byeon Jong-mo / Travel Writer,PROPN + PROPN + PROPN + NOUN + NOUN,NNP + NNP + NNP + NN + NN
CMc8l4aTZRQ,464.7,467.333,https://www.youtube.com/watch?v=CMc8l4aTZRQ&t=464,(Maeng Daa),1,0,0,0,1,0,0,0,Maeng Daa,PROPN + PROPN,NNP + NNP
cNqM6M1Dbg4,0.141,2.891,https://www.youtube.com/watch?v=cNqM6M1Dbg4&t=0,(soothing music),1,1,0,0,0,0,0,0,soothing music,VERB + NOUN,VBG + NN
cNqM6M1Dbg4,32.862,35.612,https://www.youtube.com/watch?v=cNqM6M1Dbg4&t=32,(dramatic music),1,1,0,0,0,0,0,0,dramatic music,ADJ + NOUN,JJ + NN
cNqM6M1Dbg4,124.23,125.38,https://www.youtube.com/watch?v=cNqM6M1Dbg4&t=124,"- See, tea-bit. (chiming bells)",1,1,1,0,0,0,0,0,chiming bells,VERB + NOUN,VBG + NNS
cNqM6M1Dbg4,419.254,422.004,https://www.youtube.com/watch?v=cNqM6M1Dbg4&t=419,(dramatic music),1,1,0,0,0,0,0,0,dramatic music,ADJ + NOUN,JJ + NN
cNqM6M1Dbg4,919.552,922.135,https://www.youtube.com/watch?v=cNqM6M1Dbg4&t=919,(smooth music),1,1,0,0,0,0,0,0,smooth music,ADJ + NOUN,JJ + NN
cNqM6M1Dbg4,924.051,926.634,https://www.youtube.com/watch?v=cNqM6M1Dbg4&t=924,(smooth music),1,1,0,0,0,0,0,0,smooth music,ADJ + NOUN,JJ + NN
cNqM6M1Dbg4,9.649,11.293,https://www.youtube.com/watch?v=cNqM6M1Dbg4&t=9,- (sighing) Ain't that the truth.,1,0,1,0,0,0,0,0,sighing,VERB,VBG
cNqM6M1Dbg4,110.437,111.53,https://www.youtube.com/watch?v=cNqM6M1Dbg4&t=110,(bell dings),1,0,1,0,0,0,0,0,bell dings,NOUN + NOUN,NN + NNS
cNqM6M1Dbg4,133.393,135.14,https://www.youtube.com/watch?v=cNqM6M1Dbg4&t=133,- [Jared] That you have all,1,0,0,1,0,0,0,0,Jared,VERB,VBD
